	h1	h2	keep
Hcv1.1.c1.g682.i1	394	405	h2
Hcv1.1.c1.g281.i1	1934	1942	h2
Hcv1.1.c2.g923.i1	321	321	h1
Hcv1.1.c1.g481.i2	528	528	h1
Hcv1.1.c6.g38.i1	656	656	h1
Hcv1.1.c2.g34.i5	528	528	h1
Hcv1.1.c12.g450.i2	295	295	h1
Hcv1.1.c6.g51.i3	74	66	h1
Hcv1.1.c11.g720.i7	190	190	h1
Hcv1.1.c3.g381.i1	224	224	h1
Hcv1.1.c3.g44.i1	555	556	h2
Hcv1.1.c11.g402.i1	409	407	h1
Hcv1.1.c5.g127.i2	286	702	h2
Hcv1.1.c4.g548.i2	343	343	h1
Hcv1.1.c1.g999.i5	797	818	h2
Hcv1.1.c2.g500.i2	133	133	h1
Hcv1.1.c1.g357.i1	149	149	h1
Hcv1.1.c1.g700.i2	623	623	h1
Hcv1.1.c2.g497.i1	923	923	h1
Hcv1.1.c6.g932.i1	568	568	h1
Hcv1.1.c11.g787.i1	293	294	h2
Hcv1.1.c5.g547.i1	282	282	h1
Hcv1.1.c1.g652.i1	331	331	h1
Hcv1.1.c6.g27.i1	174	174	h1
Hcv1.1.c12.g214.i1	160	160	h1
Hcv1.1.c8.g565.i1	385	385	h1
Hcv1.1.c2.g858.i1	374	374	h1
Hcv1.1.c5.g122.i1	1846	1846	h1
Hcv1.1.c6.g521.i2	269	269	h1
Hcv1.1.c2.g1412.i1	446	446	h1
Hcv1.1.c3.g724.i1	238	241	h2
Hcv1.1.c5.g581.i1	144	117	h1
Hcv1.1.c1.g858.i1	314	319	h2
Hcv1.1.c11.g62.i1	480	485	h2
Hcv1.1.c4.g443.i1	332	332	h1
Hcv1.1.c8.g621.i1	1284	1284	h1
Hcv1.1.c4.g577.i1	465	348	h1
Hcv1.1.c5.g999.i3	345	345	h1
Hcv1.1.c2.g835.i1	1801	1801	h1
Hcv1.1.c8.g794.i2	1298	1298	h1
Hcv1.1.c3.g434.i4	2174	2174	h1
Hcv1.1.c8.g42.i1	478	478	h1
Hcv1.1.c2.g16.i2	1142	841	h1
Hcv1.1.c2.g228.i1	70	70	h1
Hcv1.1.c2.g1407.i1	371	371	h1
Hcv1.1.c5.g339.i1	1080	1080	h1
Hcv1.1.c8.g447.i4	137	137	h1
Hcv1.1.c3.g701.i1	314	314	h1
Hcv1.1.c2.g596.i1	683	683	h1
Hcv1.1.c9.g12.i1	121	121	h1
Hcv1.1.c11.g230.i1	1200	1200	h1
Hcv1.1.c11.g543.i2	667	666	h1
Hcv1.1.c3.g479.i2	396	396	h1
Hcv1.1.c5.g496.i1	455	455	h1
Hcv1.1.c2.g906.i1	766	766	h1
Hcv1.1.c7.g316.i1	319	319	h1
Hcv1.1.c11.g36.i1	535	535	h1
Hcv1.1.c2.g81.i1	851	866	h2
Hcv1.1.c3.g1040.i1	289	289	h1
Hcv1.1.c13.g514.i2	542	540	h1
Hcv1.1.c1.g26.i2	59	59	h1
Hcv1.1.c4.g431.i2	506	506	h1
Hcv1.1.c3.g901.i1	242	242	h1
Hcv1.1.c1.g349.i1	118	270	h2
Hcv1.1.c8.g527.i2	744	739	h1
Hcv1.1.c3.g1011.i2	314	314	h1
Hcv1.1.c1.g1489.i1	336	336	h1
Hcv1.1.c3.g66.i1	-1	-1	NO
Hcv1.1.c9.g70.i2	456	456	h1
Hcv1.1.c1.g52.i1	404	404	h1
Hcv1.1.c1.g250.i2	-1	-1	NO
Hcv1.1.c6.g105.i1	264	264	h1
Hcv1.1.c1.g861.i1	576	576	h1
Hcv1.1.c10.g412.i1	1448	931	h1
Hcv1.1.c11.g463.i2	855	855	h1
Hcv1.1.c13.g371.i21	1247	1240	h1
Hcv1.1.c1.g1478.i1	88	85	h1
Hcv1.1.c2.g767.i1	709	697	h1
Hcv1.1.c12.g308.i3	2563	2569	h2
Hcv1.1.c10.g473.i1	764	764	h1
Hcv1.1.c8.g232.i2	293	294	h2
Hcv1.1.c5.g702.i1	374	374	h1
Hcv1.1.c9.g507.i4	88	151	h2
Hcv1.1.c2.g630.i1	306	304	h1
Hcv1.1.c13.g312.i1	1593	1593	h1
Hcv1.1.c3.g438.i1	92	92	h1
Hcv1.1.c11.g848.i1	1779	1779	h1
Hcv1.1.c2.g262.i1	277	277	h1
Hcv1.1.c2.g1290.i2	528	528	h1
Hcv1.1.c2.g1347.i1	307	307	h1
Hcv1.1.c4.g251.i1	-1	-1	NO
Hcv1.1.c5.g187.i1	587	597	h2
Hcv1.1.c7.g204.i1	471	471	h1
Hcv1.1.c8.g269.i1	172	177	h2
Hcv1.1.c1.g834.i2	266	266	h1
Hcv1.1.c11.g81.i1	1341	776	h1
Hcv1.1.c3.g269.i1	497	497	h1
Hcv1.1.c7.g372.i1	111	111	h1
Hcv1.1.c8.g318.i1	1925	1925	h1
Hcv1.1.c10.g342.i1	654	659	h2
Hcv1.1.c2.g237.i1	147	147	h1
Hcv1.1.c2.g212.i1	1989	1989	h1
Hcv1.1.c3.g259.i4	1245	1245	h1
Hcv1.1.c7.g814.i1	241	305	h2
Hcv1.1.c2.g614.i2	355	355	h1
Hcv1.1.c4.g624.i1	412	412	h1
Hcv1.1.c4.g644.i3	138	346	h2
Hcv1.1.c2.g305.i1	929	929	h1
Hcv1.1.c7.g503.i1	287	287	h1
Hcv1.1.c12.g288.i3	629	630	h2
Hcv1.1.c7.g310.i1	330	129	h1
Hcv1.1.c8.g264.i1	481	481	h1
Hcv1.1.c2.g862.i1	594	594	h1
Hcv1.1.c4.g486.i1	590	590	h1
Hcv1.1.c1.g1334.i3	1900	1900	h1
Hcv1.1.c3.g541.i1	408	408	h1
Hcv1.1.c7.g900.i2	120	120	h1
Hcv1.1.c13.g197.i3	318	318	h1
Hcv1.1.c7.g295.i1	543	544	h2
Hcv1.1.c2.g1360.i1	647	647	h1
Hcv1.1.c13.g277.i1	508	508	h1
Hcv1.1.c6.g762.i1	395	395	h1
Hcv1.1.c4.g625.i1	779	789	h2
Hcv1.1.c6.g393.i1	339	302	h1
Hcv1.1.c2.g201.i2	1205	1205	h1
Hcv1.1.c8.g470.i1	232	232	h1
Hcv1.1.c8.g811.i1	287	287	h1
Hcv1.1.c3.g19.i2	274	274	h1
Hcv1.1.c3.g141.i3	289	289	h1
Hcv1.1.c4.g617.i1	833	833	h1
Hcv1.1.c8.g558.i1	404	404	h1
Hcv1.1.c9.g773.i2	754	754	h1
Hcv1.1.c2.g992.i1	837	495	h1
Hcv1.1.c4.g415.i1	4141	4045	h1
Hcv1.1.c7.g367.i1	293	293	h1
Hcv1.1.c2.g1120.i1	213	203	h1
Hcv1.1.c5.g208.i1	-1	-1	NO
Hcv1.1.c1.g145.i1	1033	1021	h1
Hcv1.1.c1.g66.i1	155	155	h1
Hcv1.1.c3.g109.i1	340	339	h1
Hcv1.1.c12.g188.i1	421	423	h2
Hcv1.1.c1.g574.i1	1270	1270	h1
Hcv1.1.c7.g296.i3	671	671	h1
Hcv1.1.c6.g399.i1	444	444	h1
Hcv1.1.c5.g849.i1	97	97	h1
Hcv1.1.c1.g1317.i2	440	440	h1
Hcv1.1.c4.g307.i2	-1	-1	NO
Hcv1.1.c3.g193.i1	539	534	h1
Hcv1.1.c5.g878.i1	777	780	h2
Hcv1.1.c10.g112.i3	759	759	h1
Hcv1.1.c1.g649.i1	351	350	h1
Hcv1.1.c2.g1436.i1	358	114	h1
Hcv1.1.c3.g919.i1	578	578	h1
Hcv1.1.c3.g342.i1	564	564	h1
Hcv1.1.c5.g1057.i2	483	483	h1
Hcv1.1.c3.g867.i1	745	745	h1
Hcv1.1.c1.g637.i1	337	337	h1
Hcv1.1.c1.g963.i3	870	870	h1
Hcv1.1.c6.g79.i5	537	537	h1
Hcv1.1.c2.g885.i1	819	819	h1
Hcv1.1.c3.g675.i1	136	144	h2
Hcv1.1.c13.g287.i2	495	495	h1
Hcv1.1.c11.g592.i2	582	582	h1
Hcv1.1.c12.g328.i2	355	355	h1
Hcv1.1.c11.g462.i1	566	565	h1
Hcv1.1.c4.g8.i3	174	174	h1
Hcv1.1.c5.g231.i1	252	254	h2
Hcv1.1.c5.g1075.i1	507	507	h1
Hcv1.1.c1.g796.i3	1380	1380	h1
Hcv1.1.c1.g350.i2	391	391	h1
Hcv1.1.c2.g954.i2	-1	-1	NO
Hcv1.1.c6.g645.i1	401	401	h1
Hcv1.1.c13.g113.i1	308	308	h1
Hcv1.1.c10.g79.i1	296	296	h1
Hcv1.1.c2.g761.i1	423	423	h1
Hcv1.1.c11.g732.i1	533	533	h1
Hcv1.1.c1.g300.i4	849	849	h1
Hcv1.1.c6.g200.i2	994	994	h1
Hcv1.1.sca22.g1.i2	1142	1142	h1
Hcv1.1.c3.g585.i1	615	614	h1
Hcv1.1.c2.g582.i1	228	228	h1
Hcv1.1.c6.g604.i1	156	156	h1
Hcv1.1.c9.g637.i1	112	112	h1
Hcv1.1.c1.g339.i1	782	782	h1
Hcv1.1.c1.g820.i1	410	410	h1
Hcv1.1.c4.g157.i1	334	334	h1
Hcv1.1.c2.g1181.i1	91	91	h1
Hcv1.1.c9.g11.i1	255	325	h2
Hcv1.1.c2.g1156.i2	1037	1037	h1
Hcv1.1.c4.g235.i1	502	502	h1
Hcv1.1.c13.g421.i2	1574	1393	h1
Hcv1.1.c2.g228.i4	70	70	h1
Hcv1.1.c12.g193.i1	219	219	h1
Hcv1.1.c12.g340.i2	348	348	h1
Hcv1.1.c5.g1141.i3	1662	1662	h1
Hcv1.1.c6.g125.i1	1421	1420	h1
Hcv1.1.c11.g345.i1	570	570	h1
Hcv1.1.c3.g258.i1	1067	1074	h2
Hcv1.1.c10.g509.i1	490	490	h1
Hcv1.1.c7.g893.i1	73	73	h1
Hcv1.1.c3.g72.i3	274	274	h1
Hcv1.1.c6.g409.i1	393	393	h1
Hcv1.1.c5.g851.i1	553	553	h1
Hcv1.1.c2.g64.i2	550	550	h1
Hcv1.1.c1.g843.i5	151	151	h1
Hcv1.1.c4.g249.i1	873	1400	h2
Hcv1.1.c1.g393.i1	125	116	h1
Hcv1.1.c9.g236.i1	779	779	h1
Hcv1.1.c1.g126.i1	448	448	h1
Hcv1.1.c1.g423.i1	175	341	h2
Hcv1.1.c10.g386.i3	429	431	h2
Hcv1.1.c10.g213.i5	372	372	h1
Hcv1.1.c9.g146.i1	-1	52	h2
Hcv1.1.c9.g734.i1	483	483	h1
Hcv1.1.c8.g388.i1	426	426	h1
Hcv1.1.c13.g291.i1	489	490	h2
Hcv1.1.c9.g753.i1	395	396	h2
Hcv1.1.c12.g414.i3	600	600	h1
Hcv1.1.c2.g948.i1	158	158	h1
Hcv1.1.c7.g845.i1	385	385	h1
Hcv1.1.c4.g184.i1	1003	1142	h2
Hcv1.1.c3.g1109.i1	220	220	h1
Hcv1.1.c6.g685.i1	623	623	h1
Hcv1.1.c10.g407.i1	708	708	h1
Hcv1.1.c1.g917.i1	224	224	h1
Hcv1.1.c1.g407.i12	1520	1520	h1
Hcv1.1.c6.g669.i1	62	62	h1
Hcv1.1.c7.g249.i1	109	109	h1
Hcv1.1.c6.g887.i1	238	238	h1
Hcv1.1.c1.g1239.i1	777	777	h1
Hcv1.1.c2.g421.i1	238	238	h1
Hcv1.1.c2.g1460.i1	60	-1	h1
Hcv1.1.c4.g453.i1	159	159	h1
Hcv1.1.c5.g494.i1	223	223	h1
Hcv1.1.c5.g811.i1	-1	-1	NO
Hcv1.1.c9.g74.i1	544	544	h1
Hcv1.1.c9.g784.i3	430	430	h1
Hcv1.1.c13.g371.i15	291	528	h2
Hcv1.1.c2.g640.i1	3191	3191	h1
Hcv1.1.c3.g1013.i1	425	425	h1
Hcv1.1.c7.g891.i1	-1	-1	NO
Hcv1.1.c3.g532.i1	452	452	h1
Hcv1.1.c5.g418.i1	1961	1959	h1
Hcv1.1.c3.g1108.i1	152	152	h1
Hcv1.1.c6.g653.i2	217	201	h1
Hcv1.1.c2.g1104.i1	113	118	h2
Hcv1.1.c1.g356.i4	414	414	h1
Hcv1.1.c3.g209.i1	1132	1132	h1
Hcv1.1.c11.g174.i1	543	543	h1
Hcv1.1.c12.g173.i1	162	162	h1
Hcv1.1.c1.g5.i4	311	311	h1
Hcv1.1.c1.g354.i2	634	634	h1
Hcv1.1.c4.g223.i1	1216	1216	h1
Hcv1.1.c3.g734.i1	957	957	h1
Hcv1.1.c6.g980.i1	91	79	h1
Hcv1.1.c2.g900.i8	1353	1329	h1
Hcv1.1.c9.g778.i1	-1	-1	NO
Hcv1.1.c3.g572.i1	468	468	h1
Hcv1.1.c7.g284.i2	363	363	h1
Hcv1.1.c2.g729.i6	271	271	h1
Hcv1.1.c8.g672.i1	223	223	h1
Hcv1.1.c1.g672.i1	222	222	h1
Hcv1.1.c1.g765.i1	4060	4063	h2
Hcv1.1.c10.g193.i2	113	113	h1
Hcv1.1.c5.g484.i1	714	712	h1
Hcv1.1.c7.g378.i3	322	376	h2
Hcv1.1.c10.g419.i5	903	914	h2
Hcv1.1.c7.g676.i1	526	490	h1
Hcv1.1.c7.g98.i1	609	609	h1
Hcv1.1.c1.g146.i1	1116	1116	h1
Hcv1.1.c6.g1115.i1	169	174	h2
Hcv1.1.c2.g28.i1	1108	1092	h1
Hcv1.1.c12.g426.i1	213	213	h1
Hcv1.1.c1.g624.i1	433	434	h2
Hcv1.1.c5.g1041.i1	761	761	h1
Hcv1.1.c2.g1133.i1	673	349	h1
Hcv1.1.c6.g926.i2	1620	1620	h1
Hcv1.1.c4.g341.i1	596	596	h1
Hcv1.1.c8.g790.i3	430	430	h1
Hcv1.1.c1.g503.i1	421	421	h1
Hcv1.1.c5.g1092.i1	475	475	h1
Hcv1.1.c7.g53.i1	530	530	h1
Hcv1.1.c3.g1075.i1	525	523	h1
Hcv1.1.c3.g336.i1	477	430	h1
Hcv1.1.c4.g138.i1	80	66	h1
Hcv1.1.c1.g921.i1	547	547	h1
Hcv1.1.c4.g692.i1	244	268	h2
Hcv1.1.c6.g191.i1	503	503	h1
Hcv1.1.c3.g688.i3	618	776	h2
Hcv1.1.c8.g523.i2	429	429	h1
Hcv1.1.c1.g1250.i1	-1	-1	NO
Hcv1.1.c1.g541.i2	433	434	h2
Hcv1.1.c2.g826.i1	262	262	h1
Hcv1.1.c9.g755.i2	754	754	h1
Hcv1.1.c13.g225.i1	349	349	h1
Hcv1.1.c12.g131.i1	343	669	h2
Hcv1.1.c7.g713.i1	145	145	h1
Hcv1.1.c1.g1509.i2	97	97	h1
Hcv1.1.c6.g1113.i3	312	312	h1
Hcv1.1.c2.g1322.i1	282	282	h1
Hcv1.1.c2.g1401.i1	478	474	h1
Hcv1.1.c7.g674.i1	327	327	h1
Hcv1.1.c2.g124.i1	1134	1133	h1
Hcv1.1.c6.g403.i1	378	378	h1
Hcv1.1.c9.g208.i1	314	314	h1
Hcv1.1.c10.g372.i2	421	421	h1
Hcv1.1.c7.g772.i1	428	648	h2
Hcv1.1.c10.g424.i1	161	161	h1
Hcv1.1.c13.g73.i2	846	846	h1
Hcv1.1.c6.g1010.i4	624	624	h1
Hcv1.1.c4.g509.i1	229	194	h1
Hcv1.1.c5.g817.i2	462	462	h1
Hcv1.1.c5.g243.i1	545	545	h1
Hcv1.1.c4.g117.i1	571	571	h1
Hcv1.1.c3.g506.i1	910	545	h1
Hcv1.1.c4.g183.i1	1641	1645	h2
Hcv1.1.c4.g267.i3	197	197	h1
Hcv1.1.c5.g724.i1	696	696	h1
Hcv1.1.c8.g347.i1	753	753	h1
Hcv1.1.c2.g329.i1	450	774	h2
Hcv1.1.c9.g412.i1	217	217	h1
Hcv1.1.c7.g58.i2	-1	-1	NO
Hcv1.1.c6.g146.i1	379	379	h1
Hcv1.1.c1.g386.i2	162	162	h1
Hcv1.1.c13.g371.i30	492	492	h1
Hcv1.1.c11.g637.i5	693	693	h1
Hcv1.1.c10.g232.i1	1584	1587	h2
Hcv1.1.c11.g846.i1	60	100	h2
Hcv1.1.c8.g5.i1	911	911	h1
Hcv1.1.c1.g1338.i2	221	196	h1
Hcv1.1.c2.g721.i1	272	272	h1
Hcv1.1.c6.g718.i1	95	93	h1
Hcv1.1.c5.g27.i7	397	397	h1
Hcv1.1.c7.g471.i1	318	318	h1
Hcv1.1.c1.g568.i2	1262	1262	h1
Hcv1.1.c1.g1361.i2	365	365	h1
Hcv1.1.c6.g966.i1	568	568	h1
Hcv1.1.c6.g16.i3	104	108	h2
Hcv1.1.c8.g553.i1	405	405	h1
Hcv1.1.c4.g510.i1	270	270	h1
Hcv1.1.c8.g780.i2	657	657	h1
Hcv1.1.c1.g1332.i2	699	699	h1
Hcv1.1.c10.g574.i2	191	217	h2
Hcv1.1.c8.g802.i2	1019	1019	h1
Hcv1.1.c2.g238.i8	372	372	h1
Hcv1.1.c1.g793.i4	1876	1893	h2
Hcv1.1.c13.g537.i2	485	472	h1
Hcv1.1.c6.g133.i1	528	526	h1
Hcv1.1.c1.g976.i5	583	804	h2
Hcv1.1.c7.g550.i2	382	382	h1
Hcv1.1.c1.g327.i1	693	692	h1
Hcv1.1.c8.g779.i1	457	456	h1
Hcv1.1.c3.g149.i1	350	350	h1
Hcv1.1.c2.g567.i1	88	105	h2
Hcv1.1.c4.g286.i2	197	97	h1
Hcv1.1.c8.g26.i1	188	188	h1
Hcv1.1.c2.g1046.i1	503	503	h1
Hcv1.1.c8.g210.i1	252	252	h1
Hcv1.1.c11.g443.i2	687	687	h1
Hcv1.1.c3.g102.i1	156	156	h1
Hcv1.1.c1.g1345.i1	374	373	h1
Hcv1.1.c7.g218.i3	155	155	h1
Hcv1.1.c7.g675.i1	420	215	h1
Hcv1.1.c8.g818.i1	479	479	h1
Hcv1.1.c11.g217.i1	239	239	h1
Hcv1.1.c13.g319.i2	368	368	h1
Hcv1.1.c5.g296.i1	244	244	h1
Hcv1.1.c11.g166.i1	357	356	h1
Hcv1.1.c11.g24.i1	459	459	h1
Hcv1.1.c1.g1227.i1	275	275	h1
Hcv1.1.c1.g647.i1	379	488	h2
Hcv1.1.c3.g152.i1	139	139	h1
Hcv1.1.c3.g226.i3	206	206	h1
Hcv1.1.c5.g158.i1	368	368	h1
Hcv1.1.c3.g767.i1	397	397	h1
Hcv1.1.c5.g1014.i1	103	56	h1
Hcv1.1.c1.g910.i3	308	307	h1
Hcv1.1.c1.g1410.i1	404	405	h2
Hcv1.1.c8.g132.i1	623	623	h1
Hcv1.1.c12.g388.i2	440	440	h1
Hcv1.1.c3.g1060.i1	482	482	h1
Hcv1.1.c4.g620.i1	219	178	h1
Hcv1.1.c6.g294.i1	1116	1114	h1
Hcv1.1.c11.g232.i3	228	220	h1
Hcv1.1.c13.g371.i25	1342	1340	h1
Hcv1.1.c5.g1133.i6	537	537	h1
Hcv1.1.c1.g939.i1	1314	1314	h1
Hcv1.1.c1.g860.i1	238	238	h1
Hcv1.1.c6.g444.i3	467	467	h1
Hcv1.1.c1.g901.i1	711	711	h1
Hcv1.1.c3.g503.i1	225	225	h1
Hcv1.1.c1.g1428.i1	128	128	h1
Hcv1.1.c3.g947.i1	1100	1100	h1
Hcv1.1.c3.g264.i1	433	433	h1
Hcv1.1.c6.g195.i1	693	701	h2
Hcv1.1.c3.g289.i1	418	416	h1
Hcv1.1.c3.g408.i2	541	529	h1
Hcv1.1.c3.g333.i2	262	262	h1
Hcv1.1.c10.g44.i1	572	572	h1
Hcv1.1.c10.g65.i1	333	333	h1
Hcv1.1.c3.g217.i3	366	366	h1
Hcv1.1.c6.g475.i1	2016	2016	h1
Hcv1.1.c3.g180.i1	222	222	h1
Hcv1.1.c7.g753.i1	252	252	h1
Hcv1.1.c9.g149.i1	743	743	h1
Hcv1.1.c7.g417.i3	307	307	h1
Hcv1.1.c7.g23.i1	1029	1029	h1
Hcv1.1.c7.g812.i4	896	685	h1
Hcv1.1.c11.g475.i2	602	599	h1
Hcv1.1.c9.g595.i1	1791	1791	h1
Hcv1.1.c10.g419.i1	931	961	h2
Hcv1.1.c6.g272.i2	617	617	h1
Hcv1.1.c1.g367.i2	618	618	h1
Hcv1.1.c5.g953.i2	306	306	h1
Hcv1.1.c6.g788.i6	726	726	h1
Hcv1.1.c1.g1467.i2	796	796	h1
Hcv1.1.c4.g508.i1	100	99	h1
Hcv1.1.c1.g1186.i1	112	92	h1
Hcv1.1.c1.g892.i1	213	213	h1
Hcv1.1.c3.g613.i2	305	304	h1
Hcv1.1.c6.g833.i1	570	570	h1
Hcv1.1.c1.g728.i2	132	132	h1
Hcv1.1.c2.g1208.i1	399	399	h1
Hcv1.1.c5.g596.i3	331	331	h1
Hcv1.1.c5.g712.i3	334	334	h1
Hcv1.1.c10.g215.i3	661	662	h2
Hcv1.1.c10.g502.i2	488	488	h1
Hcv1.1.c1.g249.i2	191	191	h1
Hcv1.1.c7.g525.i1	920	920	h1
Hcv1.1.c9.g342.i1	480	480	h1
Hcv1.1.c2.g882.i2	525	525	h1
Hcv1.1.c1.g1070.i1	638	616	h1
Hcv1.1.c2.g1333.i2	389	299	h1
Hcv1.1.c9.g211.i1	854	854	h1
Hcv1.1.c7.g497.i1	527	527	h1
Hcv1.1.c4.g647.i2	541	541	h1
Hcv1.1.c3.g357.i2	283	283	h1
Hcv1.1.c3.g792.i1	678	678	h1
Hcv1.1.c7.g268.i1	567	567	h1
Hcv1.1.c3.g970.i1	323	323	h1
Hcv1.1.c7.g636.i1	376	376	h1
Hcv1.1.c8.g493.i1	301	243	h1
Hcv1.1.c3.g620.i1	1221	771	h1
Hcv1.1.c9.g603.i1	97	97	h1
Hcv1.1.c6.g38.i2	990	990	h1
Hcv1.1.c5.g4.i1	296	296	h1
Hcv1.1.c2.g1381.i1	168	82	h1
Hcv1.1.c10.g179.i2	160	160	h1
Hcv1.1.c6.g37.i1	234	234	h1
Hcv1.1.c9.g148.i2	517	517	h1
Hcv1.1.c9.g423.i1	1305	1305	h1
Hcv1.1.c10.g119.i1	1436	1436	h1
Hcv1.1.c10.g183.i2	648	648	h1
Hcv1.1.c1.g1436.i2	144	144	h1
Hcv1.1.c4.g275.i2	2016	1147	h1
Hcv1.1.c7.g509.i1	372	624	h2
Hcv1.1.c1.g273.i10	448	448	h1
Hcv1.1.c7.g768.i1	137	137	h1
Hcv1.1.c10.g458.i2	1137	1145	h2
Hcv1.1.c7.g395.i1	488	488	h1
Hcv1.1.c12.g409.i1	926	926	h1
Hcv1.1.c2.g1175.i1	573	575	h2
Hcv1.1.c11.g58.i1	346	346	h1
Hcv1.1.c10.g488.i1	547	602	h2
Hcv1.1.c4.g713.i2	732	733	h2
Hcv1.1.c3.g431.i2	361	361	h1
Hcv1.1.c5.g708.i1	900	900	h1
Hcv1.1.c5.g844.i1	404	404	h1
Hcv1.1.c2.g105.i1	399	399	h1
Hcv1.1.c10.g80.i3	260	253	h1
Hcv1.1.c8.g425.i1	1252	1252	h1
Hcv1.1.c11.g672.i1	1217	1217	h1
Hcv1.1.c3.g985.i1	381	182	h1
Hcv1.1.c7.g738.i1	251	251	h1
Hcv1.1.c6.g930.i1	295	295	h1
Hcv1.1.c1.g1521.i1	61	61	h1
Hcv1.1.c5.g907.i1	1140	1140	h1
Hcv1.1.c2.g1164.i1	175	175	h1
Hcv1.1.c1.g214.i1	314	314	h1
Hcv1.1.c5.g662.i1	-1	-1	NO
Hcv1.1.c6.g56.i2	405	405	h1
Hcv1.1.c9.g307.i1	218	218	h1
Hcv1.1.c4.g484.i1	388	388	h1
Hcv1.1.c11.g591.i1	650	945	h2
Hcv1.1.c7.g126.i1	886	886	h1
Hcv1.1.c6.g163.i1	202	262	h2
Hcv1.1.c2.g1315.i1	719	718	h1
Hcv1.1.c3.g835.i2	596	596	h1
Hcv1.1.c5.g622.i6	756	756	h1
Hcv1.1.c9.g795.i1	-1	-1	NO
Hcv1.1.c5.g918.i4	1190	1184	h1
Hcv1.1.c2.g62.i1	570	571	h2
Hcv1.1.c7.g874.i1	593	593	h1
Hcv1.1.c10.g364.i1	597	302	h1
Hcv1.1.c3.g115.i1	1524	913	h1
Hcv1.1.c7.g420.i1	1011	1010	h1
Hcv1.1.c9.g685.i1	487	487	h1
Hcv1.1.c1.g386.i3	131	162	h2
Hcv1.1.c2.g317.i1	108	79	h1
Hcv1.1.c3.g387.i1	-1	-1	NO
Hcv1.1.c10.g546.i2	743	744	h2
Hcv1.1.c11.g16.i2	298	298	h1
Hcv1.1.c1.g638.i1	501	501	h1
Hcv1.1.c5.g244.i2	487	487	h1
Hcv1.1.c7.g658.i1	356	355	h1
Hcv1.1.c11.g215.i1	230	230	h1
Hcv1.1.c3.g762.i1	395	395	h1
Hcv1.1.c5.g483.i2	876	1232	h2
Hcv1.1.c7.g109.i1	250	250	h1
Hcv1.1.c13.g24.i2	129	130	h2
Hcv1.1.c7.g347.i2	285	285	h1
Hcv1.1.c9.g540.i1	341	341	h1
Hcv1.1.c5.g53.i1	-1	50	h2
Hcv1.1.c2.g709.i2	80	80	h1
Hcv1.1.c6.g187.i1	583	583	h1
Hcv1.1.c6.g984.i3	345	256	h1
Hcv1.1.c13.g494.i3	907	902	h1
Hcv1.1.c5.g1003.i1	757	757	h1
Hcv1.1.c4.g421.i2	281	281	h1
Hcv1.1.c1.g1119.i1	719	740	h2
Hcv1.1.c1.g273.i11	449	449	h1
Hcv1.1.c1.g816.i1	446	446	h1
Hcv1.1.c4.g701.i1	528	529	h2
Hcv1.1.c2.g1282.i1	259	248	h1
Hcv1.1.c3.g1017.i1	85	85	h1
Hcv1.1.c5.g925.i2	385	385	h1
Hcv1.1.c4.g287.i2	135	135	h1
Hcv1.1.c13.g79.i1	549	549	h1
Hcv1.1.c4.g586.i4	654	654	h1
Hcv1.1.c2.g1219.i1	279	279	h1
Hcv1.1.c1.g5.i1	311	311	h1
Hcv1.1.c2.g1191.i1	308	308	h1
Hcv1.1.c5.g590.i1	2210	2210	h1
Hcv1.1.c6.g990.i2	560	508	h1
Hcv1.1.c1.g480.i6	228	228	h1
Hcv1.1.c12.g215.i1	746	715	h1
Hcv1.1.c1.g992.i1	213	213	h1
Hcv1.1.c8.g813.i2	692	692	h1
Hcv1.1.c5.g720.i1	210	210	h1
Hcv1.1.c4.g320.i1	234	151	h1
Hcv1.1.c6.g1112.i1	1115	1115	h1
Hcv1.1.c12.g188.i3	493	493	h1
Hcv1.1.c10.g310.i1	274	274	h1
Hcv1.1.c13.g421.i1	1567	1567	h1
Hcv1.1.c3.g77.i1	705	705	h1
Hcv1.1.c1.g1441.i1	143	143	h1
Hcv1.1.c9.g198.i1	204	206	h2
Hcv1.1.c5.g1098.i2	552	552	h1
Hcv1.1.c12.g119.i3	438	438	h1
Hcv1.1.c7.g654.i2	700	700	h1
Hcv1.1.c8.g124.i1	1493	1493	h1
Hcv1.1.c13.g432.i1	535	535	h1
Hcv1.1.c1.g485.i1	352	352	h1
Hcv1.1.c7.g520.i2	96	96	h1
Hcv1.1.c2.g804.i1	617	617	h1
Hcv1.1.c9.g232.i1	1049	1049	h1
Hcv1.1.c5.g80.i2	502	502	h1
Hcv1.1.c5.g569.i1	139	139	h1
Hcv1.1.c7.g506.i2	643	645	h2
Hcv1.1.c9.g693.i1	234	234	h1
Hcv1.1.c10.g266.i3	336	341	h2
Hcv1.1.c5.g799.i1	369	330	h1
Hcv1.1.c11.g189.i3	1032	1043	h2
Hcv1.1.c9.g325.i2	167	167	h1
Hcv1.1.c7.g506.i1	335	360	h2
Hcv1.1.c11.g315.i1	827	827	h1
Hcv1.1.c1.g407.i4	1681	1681	h1
Hcv1.1.c11.g527.i1	3542	1990	h1
Hcv1.1.c2.g506.i1	430	430	h1
Hcv1.1.c9.g287.i1	562	562	h1
Hcv1.1.c5.g100.i1	225	225	h1
Hcv1.1.c4.g420.i2	420	420	h1
